sexe;id_client;formation;usage_vehicule;type_vehicule;est_rouge;type_conduite;etat_dossier;formule;Année_naissance;Présence_enft_cond_accomp;Présence_enfants;Cat_revenus;Cat_valeur_res_princ;Cat_points_perdus;Cat_age_veh;Année date_demande;Cat_Tarif_devis
F;FF6A109A-D901;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1972;non;non;40-60k€;_0;3_6;10_15;2022;250_500
F;0DF2109C-ABEB;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2014;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
M;28F2A692-D56E;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2001;oui;oui;sup 100k€;200-400K€;3_6;10_15;2022;250_500
F;CD7DFF8C-7FC8;<High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;2003;non;oui;0-20k€;_0;0_3;5_10;2022;250_500
M;67EE2FC6-1AF0;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1986;non;oui;0-20k€;_0;0_3;0_5;2022;250_500
M;40EC60FB-5A0B;<High School;Private;Pickup;no;z_Highly Rural/ Rural;complet;dev_express;1956;non;oui;60-80k€;200-400K€;0_3;0_5;2022;250_500
F;60CF099C-9522;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1979;non;non;40-60k€;100-200K€;0_3;5_10;2022;250_500
M;063843D7-219F;z_High School;Commercial;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;1943;non;non;20-40k€;_0;_0;0_5;2022;250_500
M;67270D92-0D4E;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1938;non;oui;80-100k€;200-400K€;3_6;sup 15;2022;250_500
F;996DE90C-B62C;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1959;non;oui;60-80k€;200-400K€;3_6;10_15;2022;250_500
F;43DE024E-DE86;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1991;non;non;40-60k€;200-400K€;3_6;10_15;2022;250_500
M;D17625DD-14B6;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1953;oui;oui;60-80k€;_0;0_3;0_5;2022;250_500
M;3A6902B8-B911;<High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1998;non;non;40-60k€;_0;_0;0_5;2022;250_500
F;C5435B83-91C7;<High School;Commercial;Van;no;Highly Urban/ Urban;complet;dev_express;2013;oui;oui;20-40k€;_0;0_3;0_5;2022;250_500
M;A2C3DD49-360A;Bachelors;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_premium;2002;non;non;sup 100k€;200-400K€;_0;0_5;2022;250_500
M;CA5FC7C0-04D5;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1953;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
F;0A54AD35-F44E;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1955;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;090C7227-48D8;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1988;non;oui;20-40k€;_0;0_3;5_10;2022;250_500
F;64C12B14-C560;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2019;non;non;80-100k€;200-400K€;_0;10_15;2022;250_500
M;4A00DCA8-92DC;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1957;non;non;sup 100k€;200-400K€;_0;0_5;2022;250_500
M;DF3C6681-1513;Bachelors;Commercial;Van;yes;z_Highly Rural/ Rural;complet;dev_integral;1959;non;non;80-100k€;200-400K€;0_3;5_10;2022;250_500
M;4D172881-EDC3;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;1945;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
F;1DB1546B-E745;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;1995;non;oui;0-20k€;_0;_0;0_5;2022;250_500
M;DF40566D-824D;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1977;non;non;20-40k€;_0;_0;10_15;2022;250_500
M;96EDEE04-3B6D;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1943;non;non;20-40k€;100-200K€;_0;sup 15;2022;250_500
F;F3CB79C9-9DD3;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;2018;non;non;40-60k€;_0;3_6;5_10;2022;250_500
F;4717626E-58E1;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1982;non;non;80-100k€;200-400K€;0_3;5_10;2022;250_500
F;8ED0D04A-6456;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1973;non;non;20-40k€;200-400K€;0_3;0_5;2022;250_500
M;C0D4632F-3670;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;2016;non;non;0-20k€;_0;0_3;10_15;2022;250_500
M;82DBB69D-E28C;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1972;non;non;40-60k€;_0;_0;10_15;2022;250_500
M;7EDC5664-9D78;Masters;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;1989;non;non;sup 100k€;200-400K€;0_3;5_10;2022;250_500
M;7240A778-4C6C;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1973;non;oui;40-60k€;_0;0_3;10_15;2022;250_500
F;6687E1CD-545C;<High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;1963;non;oui;0-20k€;_0;3_6;0_5;2022;250_500
M;FAE53FD0-A5F7;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1963;oui;oui;20-40k€;0-100K€;_0;0_5;2022;250_500
F;4385C7BC-9304;z_High School;Commercial;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1982;non;non;40-60k€;100-200K€;_0;5_10;2022;250_500
M;01FFE19E-4D22;<High School;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_vip;1945;non;non;20-40k€;100-200K€;3_6;0_5;2022;500_750
F;7573D144-0479;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1967;non;non;0-20k€;0-100K€;0_3;5_10;2022;500_750
M;0D7857E8-CC97;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1958;non;oui;40-60k€;100-200K€;_0;0_5;2022;250_500
F;F2FB1693-EFBE;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_express;2018;non;non;;200-400K€;3_6;0_5;2022;250_500
F;0CA4C43A-6B5C;Bachelors;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;1953;non;non;60-80k€;200-400K€;0_3;0_5;2022;250_500
F;D2219D3C-C2F3;Masters;Private;Van;yes;Highly Urban/ Urban;complet;dev_express;2002;oui;oui;60-80k€;100-200K€;0_3;;2022;250_500
F;E7E44D66-C3A7;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2011;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
F;C6D14A80-48A4;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1972;non;non;40-60k€;100-200K€;0_3;sup 15;2022;250_500
M;0005C815-3261;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1953;non;non;40-60k€;200-400K€;_0;0_5;2022;250_500
F;0A5E10DA-17CE;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;2007;non;non;60-80k€;200-400K€;_0;5_10;2022;250_500
M;62BBC47C-AB40;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1954;non;non;;;0_3;;2022;250_500
F;D85312F5-84BA;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1939;oui;oui;0-20k€;_0;_0;5_10;2022;250_500
F;F81B8DB1-9FBF;Masters;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1955;non;non;sup 100k€;_0;_0;0_5;2022;250_500
M;6493D801-FE19;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1943;oui;oui;;_0;0_3;0_5;2022;250_500
M;0BC9B0A9-554A;PhD;Private;Pickup;no;Highly Urban/ Urban;complet;dev_premium;2017;non;non;80-100k€;200-400K€;_0;sup 15;2022;250_500
M;7E0EE65B-64FE;Bachelors;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;2000;non;non;60-80k€;200-400K€;_0;5_10;2022;250_500
F;F724397E-9DF6;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2001;non;oui;80-100k€;200-400K€;_0;10_15;2022;250_500
M;C2D91510-67FA;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1994;non;non;sup 100k€;200-400K€;_0;10_15;2022;250_500
M;804B9FB4-D231;Masters;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1964;non;non;0-20k€;0-100K€;_0;5_10;2022;250_500
M;5FD52E55-0A68;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1950;non;oui;0-20k€;_0;_0;0_5;2022;250_500
M;3C42C441-FB61;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1970;non;oui;;100-200K€;0_3;0_5;2022;250_500
M;486357F4-C66A;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1963;non;oui;0-20k€;;0_3;10_15;2022;250_500
F;D76BA8B7-7376;z_High School;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;2006;non;non;40-60k€;200-400K€;6_9;10_15;2022;250_500
M;DC522DA2-28B2;Bachelors;Private;Van;no;Highly Urban/ Urban;complet;dev_integral;1938;non;non;;200-400K€;_0;5_10;2022;250_500
M;BD05452A-DD0E;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2021;oui;oui;60-80k€;200-400K€;3_6;5_10;2022;250_500
F;4883A4D9-D3DA;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;2020;non;non;40-60k€;200-400K€;_0;sup 15;2022;250_500
F;326A8C54-E5DA;z_High School;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1994;non;non;40-60k€;200-400K€;0_3;5_10;2022;250_500
M;00D13488-2C8E;<High School;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_integral;1959;non;oui;20-40k€;100-200K€;_0;0_5;2022;250_500
M;B03CA158-47D2;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1956;non;oui;;100-200K€;3_6;5_10;2022;250_500
M;CBCB8373-AFB2;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1985;non;non;60-80k€;_0;3_6;10_15;2022;250_500
F;6DD7EC33-CCC0;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1963;non;oui;40-60k€;100-200K€;_0;;2022;250_500
F;78F8D9A8-C2DC;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;1983;non;non;sup 100k€;200-400K€;0_3;5_10;2022;250_500
M;AE04CAD6-7502;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2008;non;non;;100-200K€;0_3;0_5;2022;250_500
M;58E82376-6BD9;z_High School;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2008;non;non;40-60k€;_0;_0;0_5;2022;250_500
F;10BB00B5-DB9E;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;2014;non;oui;0-20k€;100-200K€;3_6;0_5;2022;250_500
M;6E69AC68-C612;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1967;oui;oui;80-100k€;200-400K€;_0;5_10;2022;250_500
F;785E6A6F-EF79;z_High School;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1959;non;non;40-60k€;200-400K€;3_6;0_5;2022;250_500
M;72D27952-79D4;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;2003;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
F;CBEFFF62-110D;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1962;non;oui;sup 100k€;_0;0_3;10_15;2022;250_500
M;13A41C18-1617;Bachelors;Private;Van;yes;Highly Urban/ Urban;complet;dev_premium;2006;non;non;80-100k€;200-400K€;0_3;5_10;2022;500_750
M;6B34C4C1-58C6;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1959;non;oui;0-20k€;0-100K€;_0;0_5;2022;250_500
M;6F69A2E5-28FB;z_High School;Private;Van;no;Highly Urban/ Urban;complet;dev_integral;1966;oui;oui;60-80k€;200-400K€;0_3;5_10;2022;250_500
M;FCBE0609-F99A;Bachelors;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;1956;non;oui;80-100k€;200-400K€;0_3;5_10;2022;250_500
M;692284CC-9719;z_High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1969;non;non;20-40k€;200-400K€;_0;0_5;2022;250_500
M;0ACDA600-CDD8;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1959;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
M;A032F2AB-7BDE;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1957;non;oui;0-20k€;_0;_0;10_15;2022;250_500
M;89E38B21-D211;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1956;non;oui;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;D37CE559-916E;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1950;non;non;60-80k€;200-400K€;3_6;0_5;2022;250_500
M;15A84611-4633;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1994;non;non;sup 100k€;200-400K€;_0;5_10;2022;250_500
M;E7130C23-8D8B;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2020;oui;oui;20-40k€;100-200K€;0_3;5_10;2022;250_500
M;349AD290-E035;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1950;non;non;20-40k€;200-400K€;3_6;0_5;2022;250_500
F;8D1DD7A6-DEF7;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1995;non;non;40-60k€;200-400K€;_0;sup 15;2022;250_500
M;5874C49D-2A36;PhD;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1967;non;non;sup 100k€;;0_3;5_10;2022;250_500
M;53B3D992-B8D5;<High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1985;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
F;5D957E3B-BEF3;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1971;non;oui;20-40k€;_0;6_9;0_5;2022;250_500
M;F5E1B2ED-2BA9;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_premium;1964;non;non;0-20k€;100-200K€;0_3;5_10;2022;250_500
F;0CF0F1CD-57CC;Masters;Private;Sports Car;yes;Highly Urban/ Urban;complet;dev_integral;1995;non;non;60-80k€;200-400K€;0_3;5_10;2022;250_500
M;100A8794-672E;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;2007;non;oui;sup 100k€;200-400K€;0_3;sup 15;2022;250_500
F;0ED08AC9-E8ED;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1982;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;53252C21-FFD0;PhD;Private;z_SUV;yes;Highly Urban/ Urban;complet;dev_integral;1969;non;non;80-100k€;200-400K€;_0;sup 15;2022;250_500
M;64B7B2DB-4660;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_express;2017;oui;oui;0-20k€;_0;0_3;0_5;2022;250_500
F;8F5233F6-0264;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1976;non;non;20-40k€;200-400K€;_0;5_10;2022;250_500
M;BDDEC640-D9AD;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;2015;non;oui;80-100k€;200-400K€;_0;5_10;2022;250_500
M;441DCD7F-44DB;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1932;non;non;80-100k€;200-400K€;0_3;10_15;2022;250_500
F;0793E08E-CE02;Masters;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1996;non;non;sup 100k€;200-400K€;0_3;5_10;2022;250_500
M;C2A51040-0E15;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1952;oui;oui;0-20k€;;_0;0_5;2022;250_500
F;1F0246D3-48EF;<High School;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_integral;1963;non;oui;0-20k€;0-100K€;0_3;5_10;2022;250_500
M;F20BC65A-D5B9;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1974;non;non;60-80k€;100-200K€;0_3;10_15;2022;250_500
M;AB2B8583-ABF0;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2009;non;non;60-80k€;200-400K€;3_6;0_5;2022;250_500
M;8C074554-E01D;z_High School;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1988;non;non;40-60k€;200-400K€;0_3;0_5;2022;250_500
F;C11E0192-9B0B;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1972;non;non;60-80k€;;_0;5_10;2022;250_500
M;955A0F5E-9495;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1953;non;non;60-80k€;100-200K€;0_3;sup 15;2022;250_500
M;167F41ED-4264;Bachelors;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1995;non;non;40-60k€;100-200K€;0_3;5_10;2022;250_500
M;B859923F-4907;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1953;non;non;40-60k€;100-200K€;0_3;sup 15;2022;250_500
M;BF8AFCD7-CD55;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1963;non;non;40-60k€;;_0;sup 15;2022;250_500
M;6CDABD30-2C52;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1958;non;non;40-60k€;;3_6;0_5;2022;250_500
F;5C493AB7-8987;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;1994;non;non;80-100k€;200-400K€;_0;sup 15;2022;250_500
M;E3FC2E1F-AA59;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1959;non;oui;;200-400K€;_0;10_15;2022;250_500
F;6C894607-D8C6;Bachelors;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1982;non;oui;sup 100k€;200-400K€;0_3;0_5;2022;250_500
M;9C10681E-5F99;Masters;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_premium;1959;non;non;60-80k€;200-400K€;0_3;sup 15;2022;250_500
F;AFAF82C6-7EDE;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2017;oui;oui;80-100k€;200-400K€;0_3;sup 15;2022;250_500
M;A82193B6-37BC;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1978;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
M;1B540058-ADAB;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1973;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
M;3E95D7EA-5FC9;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1960;non;non;0-20k€;100-200K€;0_3;10_15;2022;250_500
F;EFDF9B7F-AAE5;Bachelors;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_premium;1961;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
M;B0167BD7-6450;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1961;non;non;80-100k€;200-400K€;0_3;10_15;2022;250_500
M;ECA599A9-21DE;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1945;non;non;60-80k€;100-200K€;_0;sup 15;2022;250_500
F;3A92094D-0667;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1942;non;non;60-80k€;100-200K€;0_3;0_5;2022;250_500
F;E7664FF0-08F4;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1941;non;oui;0-20k€;0-100K€;3_6;0_5;2022;250_500
M;10A4A442-CE9E;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1959;non;non;40-60k€;_0;0_3;sup 15;2022;250_500
M;45F60735-7212;Bachelors;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1938;non;oui;40-60k€;100-200K€;_0;10_15;2022;250_500
M;0B061A2A-9138;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1968;non;non;;200-400K€;0_3;5_10;2022;250_500
F;CCAE8B37-400F;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1954;oui;oui;0-20k€;0-100K€;_0;5_10;2022;250_500
M;8FE67183-9CDD;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1954;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
M;2A308165-B9C1;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1966;non;non;40-60k€;100-200K€;_0;10_15;2022;250_500
F;7F0371E9-A7F1;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1987;non;non;0-20k€;100-200K€;_0;5_10;2022;250_500
F;6E24523F-A088;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1963;non;oui;sup 100k€;200-400K€;_0;5_10;2022;250_500
M;C76D69E9-8CAB;Masters;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1939;non;non;80-100k€;200-400K€;_0;10_15;2022;250_500
F;894DDD38-68DC;Bachelors;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;1936;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
F;1773DE6F-B5D0;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1963;non;oui;0-20k€;_0;_0;0_5;2022;250_500
M;AE9399C3-493C;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1961;non;oui;0-20k€;_0;6_9;5_10;2022;250_500
F;23081CA6-2B9E;<High School;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1997;non;non;;100-200K€;3_6;0_5;2022;250_500
F;DE333FD0-48B6;z_High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2011;non;non;0-20k€;100-200K€;0_3;0_5;2022;250_500
M;506AA212-DEA8;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;2019;non;oui;;_0;_0;5_10;2022;250_500
F;C8113EB5-E0EB;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1957;non;non;;200-400K€;_0;sup 15;2022;250_500
M;5D096EAF-AF7B;z_High School;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1969;non;non;20-40k€;0-100K€;3_6;10_15;2022;250_500
M;5E8955B1-A0C0;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1950;non;oui;sup 100k€;sup 400K€;0_3;sup 15;2022;250_500
M;73ED33A5-9E48;Bachelors;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1959;non;oui;0-20k€;;0_3;0_5;2022;250_500
M;8AC30214-37D8;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1973;non;non;60-80k€;;_0;0_5;2022;250_500
F;9F38EFFC-F490;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1977;non;non;60-80k€;200-400K€;_0;10_15;2022;250_500
F;4101DEA6-864D;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1943;non;oui;40-60k€;_0;0_3;0_5;2022;250_500
M;B0AAB242-EEB5;Bachelors;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1963;non;oui;0-20k€;_0;_0;5_10;2022;250_500
M;59E95DFE-84B7;Bachelors;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1950;non;oui;60-80k€;200-400K€;3_6;0_5;2022;250_500
F;70971DB1-179F;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1964;non;non;60-80k€;100-200K€;_0;sup 15;2022;250_500
M;1A13AFF8-F173;PhD;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1994;non;non;80-100k€;200-400K€;0_3;sup 15;2022;250_500
M;60E9BAAD-184F;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_premium;2011;oui;oui;80-100k€;200-400K€;_0;10_15;2022;250_500
F;B6F7670C-9331;<High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1965;oui;oui;20-40k€;_0;3_6;0_5;2022;250_500
M;A6BF286B-C75B;z_High School;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1947;non;oui;0-20k€;100-200K€;3_6;5_10;2022;250_500
F;E0FB4017-CF8E;Masters;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1957;non;non;80-100k€;_0;3_6;10_15;2022;250_500
F;45BEE13C-834B;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1950;non;oui;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;8270C838-BD1F;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2000;non;oui;0-20k€;_0;0_3;5_10;2022;250_500
M;65869C1D-8389;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1955;non;oui;sup 100k€;200-400K€;6_9;10_15;2022;250_500
M;92B982C6-93AE;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1947;non;oui;0-20k€;_0;6_9;0_5;2022;250_500
M;C9F59002-3D14;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1956;non;non;sup 100k€;200-400K€;_0;sup 15;2022;250_500
F;8ADF0110-9F09;PhD;Commercial;Van;no;Highly Urban/ Urban;complet;dev_premium;1963;non;non;sup 100k€;sup 400K€;3_6;5_10;2022;250_500
F;9921D354-4589;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;2022;non;non;;200-400K€;0_3;10_15;2022;250_500
F;91C14162-8A1F;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1965;non;non;80-100k€;200-400K€;_0;0_5;2022;250_500
M;0486E436-1151;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_express;1962;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
F;E0855C4E-D6FE;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2001;non;non;20-40k€;_0;0_3;0_5;2022;250_500
M;693F7C5D-7E25;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1945;oui;oui;60-80k€;_0;0_3;5_10;2022;250_500
F;883ADB2D-3115;z_High School;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_express;1983;non;non;20-40k€;_0;0_3;;2022;250_500
F;E1A188D9-1291;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;2009;non;non;0-20k€;_0;_0;0_5;2022;250_500
